,filmid,raiting,tittle
1497,2472.0,4.0,Tough Guys (1986)
1498,4805.0,4.0,Sayonara (1957)
1499,55417.0,4.0,Irina Palm (2007)
1500,55253.0,4.0,"Lust, Caution (Se, jie) (2007)"
1501,32674.0,4.0,Islands in the Stream (1977)
1502,4898.0,4.0,Novocaine (2001)
1503,52375.0,4.0,"Hoax, The (2007)"
1504,52528.0,4.0,Tristana (1970)
1505,70183.0,4.0,"Ugly Truth, The (2009)"
1506,1019.0,4.0,"20,000 Leagues Under the Sea (1954)"
1507,5632.0,4.0,Bloody Sunday (2002)
1508,2350.0,4.0,Heart Condition (1990)
1509,2351.0,4.0,"Nights of Cabiria (Notti di Cabiria, Le) (1957)"
1510,107684.0,4.0,Smiley (2012)
1511,5619.0,4.0,"Trials of Henry Kissinger, The (2002)"
1512,108571.0,4.0,Mitt (2014)
1513,53737.0,4.0,"Night of the Generals, The (1967)"
1514,108583.0,4.0,Fawlty Towers (1975-1979)
1515,53894.0,4.0,Sicko (2007)
1516,53919.0,4.0,"Man in the Iron Mask, The (1939)"
1517,5601.0,4.0,"Yearling, The (1946)"
1518,108727.0,4.0,Nymphomaniac: Volume I (2013)
1519,5585.0,4.0,Ernest Scared Stupid (1991)
1520,5579.0,4.0,Quitting (Zuotian) (2001)
1521,54075.0,4.0,Arn: The Knight Templar (Arn - Tempelriddaren) (2007)
1522,5531.0,4.0,Undisputed (2002)
1523,54328.0,4.0,My Best Friend (Mon meilleur ami) (2006)
1524,5499.0,4.0,Robin and Marian (1976)
1525,5496.0,4.0,Ossessione (1943)
1526,5485.0,4.0,Tadpole (2002)
1527,54372.0,4.0,Tell No One (Ne le dis à personne) (2006)
1528,5475.0,4.0,Z (1969)
1529,5468.0,4.0,20 Million Miles to Earth (1957)
1530,108979.0,4.0,Cowboy Bebop (1998)
1531,5642.0,4.0,"Onion Field, The (1979)"
1532,106841.0,4.0,August: Osage County (2013)
1533,111622.0,4.0,Begin Again (2013)
1534,5682.0,4.0,"Grey Zone, The (2001)"
1535,5966.0,4.0,"Kiss Before Dying, A (1956)"
1536,5949.0,4.0,Intact (Intacto) (2001)
1537,5942.0,4.0,"Hot Chick, The (2002)"
1538,71450.0,4.0,Capitalism: A Love Story (2009)
1539,5936.0,4.0,"Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean (1982)"
1540,71156.0,4.0,"Men Who Stare at Goats, The (2009)"
1541,51174.0,4.0,Factory Girl (2006)
1542,106487.0,4.0,"Hunger Games: Catching Fire, The (2013)"
1543,659.0,4.0,Purple Noon (Plein soleil) (1960)
1544,5888.0,4.0,Brother (Brat) (1997)
1545,2310.0,4.0,"Mighty, The (1998)"
1546,106491.0,4.0,47 Ronin (2013)
1547,5853.0,4.0,Scanners (1981)
1548,2318.0,4.0,Happiness (1998)
1549,51304.0,4.0,Karla (2006)
1550,5820.0,4.0,Standing in the Shadows of Motown (2002)
1551,5818.0,4.0,"Crime of Father Amaro, The (Crimen del padre Amaro, El) (2002)"
1552,51884.0,4.0,"Namesake, The (2006)"
1553,70567.0,4.0,Adam (2009)
1554,5788.0,4.0,All or Nothing (2002)
1555,52299.0,4.0,American Hardcore (2006)
1556,171.0,4.0,Jeffrey (1995)
1557,5745.0,4.0,"Four Seasons, The (1981)"
1558,5732.0,4.0,Eye of the Needle (1981)
1559,106785.0,4.0,Homefront (2013)
1560,5692.0,4.0,"Mechanic, The (1972)"
1561,5685.0,4.0,Real Women Have Curves (2002)
1562,5450.0,4.0,Lovely & Amazing (2001)
1563,54612.0,4.0,Resurrecting the Champ (2007)
1564,5439.0,4.0,S.O.B. (1981)
1565,5423.0,4.0,Gangster No. 1 (2000)
1566,69712.0,4.0,My Sister's Keeper (2009)
1567,5114.0,4.0,"Bad and the Beautiful, The (1952)"
1568,5113.0,4.0,After the Fox (Caccia alla volpe) (1966)
1569,5105.0,4.0,Don't Look Now (1973)
1570,5101.0,4.0,Richard Pryor Here and Now (1983)
1571,5095.0,4.0,"Scotland, Pa. (2001)"
1572,110730.0,4.0,Transcendence (2014)
1573,136.0,4.0,From the Journals of Jean Seberg (1995)
1574,5054.0,4.0,Brainstorm (1983)
1575,55078.0,4.0,Far from the Madding Crowd (1967)
1576,55080.0,4.0,"Brave One, The (2007)"
1577,5022.0,4.0,"Servant, The (1963)"
1578,974.0,4.0,Algiers (1938)
1579,55116.0,4.0,"Hunting Party, The (2007)"
1580,5012.0,4.0,Yentl (1983)
1581,5005.0,4.0,Separate Tables (1958)
1582,130.0,4.0,Angela (1995)
1583,111387.0,4.0,Palo Alto (2013)
1584,55154.0,4.0,Brooklyn Rules (2007)
1585,4996.0,4.0,Little Otik (Otesánek) (2000)
1586,4972.0,4.0,"Owl and the Pussycat, The (1970)"
1587,124.0,4.0,"Star Maker, The (Uomo delle stelle, L') (1995)"
1588,4966.0,4.0,"Incredible Shrinking Man, The (1957)"
1589,4955.0,4.0,"Sicilian, The (1987)"
1590,4945.0,4.0,"Enforcer, The (1976)"
1591,4939.0,4.0,"Final Countdown, The (1980)"
1592,4930.0,4.0,Funeral in Berlin (1966)
1593,5122.0,4.0,Summer of '42 (1971)
1594,5124.0,4.0,Town Without Pity (1961)
1595,55063.0,4.0,My Winnipeg (2007)
1596,5269.0,4.0,"Piano Teacher, The (La pianiste) (2001)"
1597,54736.0,4.0,"Kingdom, The (2007)"
1598,5410.0,4.0,Silent Running (1972)
1599,5398.0,4.0,Requiem for a Heavyweight (1962)
1600,54910.0,4.0,Behind the Mask: The Rise of Leslie Vernon (2006)
1601,70159.0,4.0,Orphan (2009)
1602,5333.0,4.0,Bob le Flambeur (1955)
1603,54986.0,4.0,"Watch Out, We're Mad (...Altrimenti ci arrabbiamo!) (1974)"
1604,5319.0,4.0,Nine Queens (Nueve reinas) (2000)
1605,5310.0,4.0,Transylvania 6-5000 (1985)
1606,2397.0,4.0,Mass Appeal (1984)
1607,5304.0,4.0,"Rome, Open City (a.k.a. Open City) (Roma, città aperta) (1945)"
1608,4682.0,4.0,Warlock (1989)
1609,5250.0,4.0,Stir Crazy (1980)
1610,110350.0,4.0,Free to Play (2014)
1611,5249.0,4.0,Spetters (1980)
1612,5242.0,4.0,Serial (1980)
1613,5223.0,4.0,Pauline & Paulette (Pauline en Paulette) (2001)
1614,109569.0,4.0,3 Days to Kill (2014)
1615,5198.0,4.0,"Long Good Friday, The (1980)"
1616,5184.0,4.0,Heaven's Gate (1980)
1617,5177.0,4.0,"Magnificent Ambersons, The (1942)"
1618,152.0,4.0,"Addiction, The (1995)"
1619,109687.0,4.0,Particle Fever (2013)
1620,5157.0,4.0,"Church, The (Chiesa, La) (1989)"
1621,5150.0,4.0,Under the Skin (1997)
1622,993.0,4.0,Infinity (1996)
1623,679.0,4.0,"Run of the Country, The (1995)"
1624,4312.0,4.0,Himalaya (Himalaya - l'enfance d'un chef) (1999)
1625,4680.0,4.0,Vampire's Kiss (1989)
1626,65130.0,4.0,Revolutionary Road (2008)
1627,65465.0,4.0,Last Chance Harvey (2008)
1628,3504.0,4.0,Network (1976)
1629,59995.0,4.0,Boy A (2007)
1630,3491.0,4.0,My Chauffeur (1986)
1631,3490.0,4.0,Horror Express (1972)
1632,60137.0,4.0,"Rape of Europa, The (2006)"
1633,2812.0,4.0,In Too Deep (1999)
1634,3464.0,4.0,Solar Crisis (1990)
1635,3449.0,4.0,"Good Mother, The (1988)"
1636,3446.0,4.0,Funny Bones (1995)
1637,2820.0,4.0,Hamlet (1964)
1638,3426.0,4.0,Jungle Fever (1991)
1639,3425.0,4.0,Mo' Better Blues (1990)
1640,30.0,4.0,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)
1641,120132.0,4.0,Annie (2014)
1642,3414.0,4.0,Love Is a Many-Splendored Thing (1955)
1643,60418.0,4.0,Kabluey (2007)
1644,3389.0,4.0,Let's Get Harry (1986)
1645,841.0,4.0,"Eyes Without a Face (Yeux sans visage, Les) (1959)"
1646,3372.0,4.0,"Bridge at Remagen, The (1969)"
1647,60503.0,4.0,Katyn (2007)
1648,65037.0,4.0,Ben X (2007)
1649,3357.0,4.0,East-West (Est-ouest) (1999)
1650,60674.0,4.0,Stargate: Continuum (2008)
1651,3349.0,4.0,"Perils of Pauline, The (1947)"
1652,60707.0,4.0,Vince Vaughn's Wild West Comedy Show: 30 Days & 30 Nights - Hollywood to the Heartland (2006)
1653,2854.0,4.0,Don't Look in the Basement! (1973)
1654,60753.0,4.0,Felon (2008)
1655,59915.0,4.0,Stuck (2007)
1656,59784.0,4.0,Kung Fu Panda (2008)
1657,121171.0,4.0,Red Army (2014)
1658,3672.0,4.0,Benji (1974)
1659,59037.0,4.0,Speed Racer (2008)
1660,117881.0,4.0,Still Alice (2014)
1661,3778.0,4.0,On Our Merry Way (1948)
1662,3774.0,4.0,House Party 2 (1991)
1663,66200.0,4.0,Two Lovers (2008)
1664,59362.0,4.0,Anamorph (2007)
1665,2753.0,4.0,"Bedroom Window, The (1987)"
1666,3728.0,4.0,One False Move (1992)
1667,118890.0,4.0,Bill Hicks: Relentless (1992)
1668,2761.0,4.0,"Iron Giant, The (1999)"
1669,3713.0,4.0,"Long Walk Home, The (1990)"
1670,3680.0,4.0,"Decline of Western Civilization Part II: The Metal Years, The (1988)"
1671,3679.0,4.0,"Decline of Western Civilization, The (1981)"
1672,876.0,4.0,Supercop 2 (Project S) (Chao ji ji hua) (1993)
1673,3537.0,4.0,Where the Money Is (2000)
1674,875.0,4.0,Nothing to Lose (1994)
1675,3650.0,4.0,Anguish (Angustia) (1987)
1676,3643.0,4.0,"Fighting Seabees, The (1944)"
1677,3632.0,4.0,Monsieur Verdoux (1947)
1678,66130.0,4.0,Chocolate (2008)
1679,3620.0,4.0,"Myth of Fingerprints, The (1997)"
1680,3619.0,4.0,"Hollywood Knights, The (1980)"
1681,3612.0,4.0,"Slipper and the Rose, The (1976)"
1682,2785.0,4.0,Tales of Terror (1962)
1683,65817.0,4.0,Donkey Punch (2008)
1684,868.0,4.0,Death in Brunswick (1991)
1685,59729.0,4.0,Savage Grace (2007)
1686,3539.0,4.0,"Filth and the Fury, The (2000)"
1687,64930.0,4.0,"More the Merrier, The (1943)"
1688,121190.0,4.0,When in Rome (2002)
1689,2525.0,4.0,Alligator (1980)
1690,806.0,4.0,American Buffalo (1996)
1691,771.0,4.0,"Life Is Rosy (a.k.a. Life Is Beautiful) (Vie est belle, La) (1987)"
1692,130980.0,4.0,The Day That Lasted 21 Years (2012)
1693,61465.0,4.0,Bangkok Dangerous (2008)
1694,779.0,4.0,'Til There Was You (1997)
1695,62203.0,4.0,Martyrs (2008)
1696,3078.0,4.0,Liberty Heights (1999)
1697,131176.0,4.0,A Second Chance (2014)
1698,2931.0,4.0,Time of the Gypsies (Dom za vesanje) (1989)
1699,3075.0,4.0,Repulsion (1965)
1700,808.0,4.0,Alaska (1996)
1701,2936.0,4.0,Sullivan's Travels (1941)
1702,131796.0,4.0,Woman in Gold (2015)
1703,2939.0,4.0,Niagara (1953)
1704,3074.0,4.0,Jeremiah Johnson (1972)
1705,3115.0,4.0,Flawless (1999)
1706,3069.0,4.0,"Effect of Gamma Rays on Man-in-the-Moon Marigolds, The (1972)"
1707,62245.0,4.0,"Music Room, The (Jalsaghar) (1958)"
1708,62376.0,4.0,City of Ember (2008)
1709,62526.0,4.0,"Drowning Pool, The (1975)"
1710,3056.0,4.0,Oxygen (1999)
1711,3039.0,4.0,Trading Places (1983)
1712,63808.0,4.0,"Class, The (Entre les murs) (2008)"
1713,2955.0,4.0,Penitentiary II (1982)
1714,63393.0,4.0,Camp Rock (2008)
1715,134393.0,4.0,Trainwreck (2015)
1716,63239.0,4.0,Cinderella (1997)
1717,3007.0,4.0,American Movie (1999)
1718,3006.0,4.0,"Insider, The (1999)"
1719,3103.0,4.0,Stanley & Iris (1990)
1720,3119.0,4.0,Bay of Blood (a.k.a. Twitch of the Death Nerve) (Reazione a catena) (1971)
1721,3330.0,4.0,Splendor in the Grass (1961)
1722,3198.0,4.0,Papillon (1973)
1723,3329.0,4.0,"Year My Voice Broke, The (1987)"
1724,121192.0,4.0,The Expelled (2010)
1725,3327.0,4.0,Beyond the Mat (1999)
1726,764.0,4.0,Heavy (1995)
1727,3303.0,4.0,Black Tar Heroin: The Dark End of the Street (2000)
1728,3302.0,4.0,Beautiful People (1999)
1729,3289.0,4.0,Not One Less (Yi ge dou bu neng shao) (1999)
1730,3284.0,4.0,They Might Be Giants (1971)
1731,125916.0,4.0,Fifty Shades of Grey (2015)
1732,3235.0,4.0,Where the Buffalo Roam (1980)
1733,3229.0,4.0,Another Man's Poison (1952)
1734,61009.0,4.0,Inside Paris (Dans Paris) (2006)
1735,3199.0,4.0,Pal Joey (1957)
1736,61123.0,4.0,High School Musical 2 (2007)
1737,130520.0,4.0,Home (2015)
1738,3192.0,4.0,"Terrorist, The (a.k.a. Malli) (Theeviravaathi) (1998)"
1739,64499.0,4.0,Che: Part One (2008)
1740,3181.0,4.0,Titus (1999)
1741,3165.0,4.0,Boiling Point (1993)
1742,2894.0,4.0,Romance (1999)
1743,3158.0,4.0,"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)"
1744,767.0,4.0,"Grass Harp, The (1995)"
1745,3144.0,4.0,"Glass Bottom Boat, The (1966)"
1746,64167.0,4.0,Dinotopia (2002)
1747,769.0,4.0,Marlene Dietrich: Shadow and Light (1996)
1748,819.0,4.0,Stefano Quantestorie (1993)
1749,2904.0,4.0,Rain (1932)
1750,129779.0,4.0,Ghost in the Shell Arise - Border 1: Ghost Pain (2013)
1751,66544.0,4.0,Nuremberg (2000)
1752,718.0,4.0,"Visitors, The (Visiteurs, Les) (1993)"
1753,2738.0,4.0,Crimes of the Heart (1986)
1754,115210.0,4.0,Fury (2014)
1755,4426.0,4.0,Kiss Me Deadly (1955)
1756,56474.0,4.0,My Mother (Ma mère) (2004)
1757,4407.0,4.0,Salvador (1986)
1758,2585.0,4.0,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)"
1759,2589.0,4.0,Friends & Lovers (1999)
1760,2590.0,4.0,Hideous Kinky (1998)
1761,2593.0,4.0,"Monster, The (Mostro, Il) (1994)"
1762,4390.0,4.0,Rape Me (Baise-moi) (2000)
1763,114700.0,4.0,"Tribe, The (Plemya) (2014)"
1764,56614.0,4.0,"Regular Lovers (Amants réguliers, Les) (2005)"
1765,4357.0,4.0,How to Marry a Millionaire (1953)
1766,56715.0,4.0,Wristcutters: A Love Story (2006)
1767,115149.0,4.0,John Wick (2014)
1768,67871.0,4.0,Rest Stop (2006)
1769,4431.0,4.0,Rembrandt (1936)
1770,2612.0,4.0,Mildred Pierce (1945)
1771,4334.0,4.0,Yi Yi (2000)
1772,2290.0,4.0,Stardust Memories (1980)
1773,4300.0,4.0,Bread and Roses (2000)
1774,2621.0,4.0,Xiu Xiu: The Sent-Down Girl (Tian yu) (1998)
1775,115467.0,4.0,Harmontown (2014)
1776,4297.0,4.0,Pelle the Conqueror (Pelle erobreren) (1987)
1777,4296.0,4.0,Love Story (1970)
1778,4286.0,4.0,"Home of Our Own, A (1993)"
1779,4285.0,4.0,Frankie and Johnny (1991)
1780,115881.0,4.0,9 (2005)
1781,2637.0,4.0,"Mummy's Hand, The (1940)"
1782,2638.0,4.0,"Mummy's Tomb, The (1942)"
1783,56350.0,4.0,That Hamilton Woman (1941)
1784,2579.0,4.0,Following (1998)
1785,54.0,4.0,"Big Green, The (1995)"
1786,2543.0,4.0,Six Ways to Sunday (1997)
1787,4660.0,4.0,Scenes from the Class Struggle in Beverly Hills (1989)
1788,112623.0,4.0,Dawn of the Planet of the Apes (2014)
1789,4646.0,4.0,Greenfingers (2000)
1790,112788.0,4.0,Sex Tape (2014)
1791,112940.0,4.0,A Most Wanted Man (2014)
1792,4624.0,4.0,Meet the Feebles (1989)
1793,4615.0,4.0,Last Exit to Brooklyn (1989)
1794,4599.0,4.0,Great Balls of Fire! (1989)
1795,4595.0,4.0,Fat Man and Little Boy (1989)
1796,4586.0,4.0,"Dry White Season, A (1989)"
1797,4581.0,4.0,Dad (1989)
1798,4572.0,4.0,Black Rain (1989)
1799,55553.0,4.0,Black Sheep (2006)
1800,113453.0,4.0,Let's Be Cops (2014)
1801,114180.0,4.0,"Maze Runner, The (2014)"
1802,2552.0,4.0,My Boyfriend's Back (1993)
1803,4523.0,4.0,Milagro Beanfield War (1988)
1804,68945.0,4.0,Neon Genesis Evangelion: Death & Rebirth (Shin seiki Evangelion Gekijô-ban: Shito shinsei) (1997)
1805,4506.0,4.0,Frantic (1988)
1806,97.0,4.0,"Hate (Haine, La) (1995)"
1807,113573.0,4.0,Sin City: A Dame to Kill For (2014)
1808,114007.0,4.0,Before I Go to Sleep (2014)
1809,4475.0,4.0,"Beast of War, The (Beast, The) (1988)"
1810,2563.0,4.0,Dangerous Beauty (1998)
1811,4469.0,4.0,Appointment with Death (1988)
1812,114028.0,4.0,Pride (2014)
1813,4444.0,4.0,"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang) (1972)"
1814,2570.0,4.0,"Walk on the Moon, A (1999)"
1815,4259.0,4.0,"Luzhin Defence, The (2000)"
1816,116397.0,4.0,Stonehearst Asylum (2014)
1817,4220.0,4.0,"Longest Yard, The (1974)"
1818,3898.0,4.0,Bait (2000)
1819,715.0,4.0,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)"
1820,3960.0,4.0,Haunted (1995)
1821,2705.0,4.0,"Late August, Early September (Fin août, début septembre) (1998)"
1822,3949.0,4.0,Requiem for a Dream (2000)
1823,3937.0,4.0,Runaway (1984)
1824,3926.0,4.0,Voyage to the Bottom of the Sea (1961)
1825,117517.0,4.0,Listen Up Philip (2014)
1826,2711.0,4.0,My Life So Far (1999)
1827,3921.0,4.0,Beach Party (1963)
1828,3918.0,4.0,Hellbound: Hellraiser II (1988)
1829,3913.0,4.0,Barenaked in America (1999)
1830,3910.0,4.0,Dancer in the Dark (2000)
1831,58347.0,4.0,Penelope (2006)
1832,3896.0,4.0,"Way of the Gun, The (2000)"
1833,67267.0,4.0,Sunshine Cleaning (2008)
1834,3886.0,4.0,Steal This Movie! (2000)
1835,2721.0,4.0,Trick (1999)
1836,3872.0,4.0,"Suddenly, Last Summer (1959)"
1837,3859.0,4.0,"Eyes of Tammy Faye, The (2000)"
1838,58490.0,4.0,Miss Pettigrew Lives for a Day (2008)
1839,3854.0,4.0,Aimée & Jaguar (1999)
1840,3849.0,4.0,"Spiral Staircase, The (1946)"
1841,3834.0,4.0,Bronco Billy (1980)
1842,117590.0,4.0,Horrible Bosses 2 (2014)
1843,67186.0,4.0,"Haunting in Connecticut, The (2009)"
1844,717.0,4.0,Mouth to Mouth (Boca a boca) (1995)
1845,3816.0,4.0,"Official Story, The (La historia oficial) (1985)"
1846,3807.0,4.0,Sinbad and the Eye of the Tiger (1977)
1847,3966.0,4.0,Detour (1945)
1848,3970.0,4.0,"Beyond, The (E tu vivrai nel terrore - L'aldilà) (1981)"
1849,3985.0,4.0,"Eagle Has Landed, The (1976)"
1850,117176.0,4.0,"Theory of Everything, The (2014)"
1851,712.0,4.0,Captives (1994)
1852,4201.0,4.0,"End, The (1978)"
1853,57504.0,4.0,"Girl Who Leapt Through Time, The (Toki o kakeru shôjo) (2006)"
1854,57845.0,4.0,Joe Strummer: The Future Is Unwritten (2007)
1855,58047.0,4.0,"Definitely, Maybe (2008)"
1856,4171.0,4.0,Long Night's Journey Into Day (2000)
1857,4165.0,4.0,"Me You Them (Eu, Tu, Eles) (2000)"
1858,58107.0,4.0,Step Up 2 the Streets (2008)
1859,58191.0,4.0,Taxi to the Dark Side (2007)
1860,4146.0,4.0,"Million Dollar Hotel, The (2001)"
1861,2664.0,4.0,Invasion of the Body Snatchers (1956)
1862,4136.0,4.0,"Month in the Country, A (1987)"
1863,116823.0,4.0,The Hunger Games: Mockingjay - Part 1 (2014)
1864,2670.0,4.0,Run Silent Run Deep (1958)
1865,68.0,4.0,French Twist (Gazon maudit) (1995)
1866,67.0,4.0,Two Bits (1995)
1867,4116.0,4.0,Hollywood Shuffle (1987)
1868,2679.0,4.0,Finding North (1998)
1869,2681.0,4.0,Free Enterprise (1998)
1870,2682.0,4.0,Limbo (1999)
1871,4111.0,4.0,Gardens of Stone (1987)
1872,4095.0,4.0,Cry Freedom (1987)
1873,4077.0,4.0,"With a Friend Like Harry... (Harry, un ami qui vous veut du bien) (2000)"
1874,2689.0,4.0,Get Bruce (1999)
1875,4065.0,4.0,Foxy Brown (1974)
1876,58223.0,4.0,"Method, The (Método, El) (2005)"
1877,58228.0,4.0,Which Way Is Up? (1977)
1878,178.0,4.0,Love & Human Remains (1993)
1879,2177.0,4.0,Family Plot (1976)
1880,71460.0,4.0,Wanted (2009)
1881,90943.0,4.0,Into the Abyss (2011)
1882,25839.0,4.0,Nothing Sacred (1937)
1883,25840.0,4.0,"Prisoner of Zenda, The (1937)"
1884,1281.0,4.0,"Great Dictator, The (1940)"
1885,40697.0,4.0,Babylon 5
1886,39886.0,4.0,Nine Lives (2005)
1887,39869.0,4.0,Manderlay (2005)
1888,25870.0,4.0,Here Comes Mr. Jordan (1941)
1889,25906.0,4.0,Mr. Skeffington (1944)
1890,1684.0,4.0,Mrs. Dalloway (1997)
1891,90939.0,4.0,11-11-11 (11-11-11: The Prophecy) (2011)
1892,388.0,4.0,Boys Life (1995)
1893,25898.0,4.0,Day of Wrath (Vredens dag) (1943)
1894,90531.0,4.0,Shame (2011)
1895,25904.0,4.0,Ministry of Fear (1944)
1896,25834.0,4.0,Captains Courageous (1937)
1897,25833.0,4.0,Camille (1936)
1898,25830.0,4.0,Show Boat (1936)
1899,25828.0,4.0,"Petrified Forest, The (1936)"
1900,25826.0,4.0,Libeled Lady (1936)
1901,25825.0,4.0,Fury (1936)
1902,91325.0,4.0,Extremely Loud and Incredibly Close (2011)
1903,25805.0,4.0,"Atalante, L' (1934)"
1904,25797.0,4.0,Gold Diggers of 1933 (1933)
1905,91622.0,4.0,Young Adult (2011)
1906,92393.0,4.0,Detective Dee and the Mystery of the Phantom Flame (Di Renjie) (2010)
1907,1725.0,4.0,"Education of Little Tree, The (1997)"
1908,93265.0,4.0,Courageous (2011)
1909,25757.0,4.0,"Jazz Singer, The (1927)"
1910,40952.0,4.0,Bee Season (2005)
1911,25752.0,4.0,"Freshman, The (1925)"
1912,9014.0,4.0,Since You Went Away (1944)
1913,25905.0,4.0,"Miracle of Morgan's Creek, The (1944)"
1914,25920.0,4.0,"Blue Dahlia, The (1946)"
1915,1613.0,4.0,Star Maps (1997)
1916,89102.0,4.0,Freakonomics (2010)
1917,89638.0,4.0,Nothing Personal (2009)
1918,89260.0,4.0,Project Nim (2011)
1919,26123.0,4.0,Robin and the 7 Hoods (1964)
1920,77774.0,4.0,Big River Man (2009)
1921,26139.0,4.0,In Harm's Way (1965)
1922,26147.0,4.0,"Thousand Clowns, A (1965)"
1923,26163.0,4.0,Don't Look Back (1967)
1924,1669.0,4.0,"Tango Lesson, The (1997)"
1925,26178.0,4.0,Two for the Road (1967)
1926,26188.0,4.0,"Heart Is a Lonely Hunter, The (1968)"
1927,26203.0,4.0,Colossus: The Forbin Project (1970)
1928,89090.0,4.0,Bill Cunningham New York (2011)
1929,26241.0,4.0,"Devils, The (1971)"
1930,89085.0,4.0,"Debt, The (2011)"
1931,39381.0,4.0,"Proposition, The (2005)"
1932,39414.0,4.0,Shopgirl (2005)
1933,26078.0,4.0,Advise and Consent (1962)
1934,89780.0,4.0,Sherlock Holmes (2010)
1935,90266.0,4.0,Buck (2011)
1936,26038.0,4.0,Teacher's Pet (1958)
1937,1650.0,4.0,Washington Square (1997)
1938,26025.0,4.0,"Spirit of St. Louis, The (1957)"
1939,90357.0,4.0,Tyrannosaur (2011)
1940,25952.0,4.0,"Letter to Three Wives, A (1949)"
1941,1660.0,4.0,Eve's Bayou (1997)
1942,25946.0,4.0,"Three Musketeers, The (1948)"
1943,25943.0,4.0,"Naked City, The (1948)"
1944,25941.0,4.0,Letter from an Unknown Woman (1948)
1945,25930.0,4.0,Odd Man Out (1947)
1946,25929.0,4.0,Nightmare Alley (1947)
1947,25924.0,4.0,Humoresque (1946)
1948,1733.0,4.0,Afterglow (1997)
1949,93297.0,4.0,Act of Valor (2012)
1950,93479.0,4.0,"Round Up, The (La Rafle) (2010)"
1951,8494.0,4.0,"Cincinnati Kid, The (1965)"
1952,8459.0,4.0,"Heiress, The (1949)"
1953,8460.0,4.0,State Fair (1945)
1954,1850.0,4.0,"I Love You, Don't Touch Me! (1998)"
1955,8488.0,4.0,Siddhartha (1972)
1956,95167.0,4.0,Brave (2012)
1957,8491.0,4.0,White Heat (1949)
1958,324.0,4.0,"Sum of Us, The (1994)"
1959,8999.0,4.0,"That's Entertainment, Part II (1976)"
1960,42197.0,4.0,Keeping Mum (2005)
1961,77328.0,4.0,Red Riding: 1974 (2009)
1962,1832.0,4.0,Heaven's Burning (1997)
1963,8535.0,4.0,De-Lovely (2004)
1964,42094.0,4.0,"Spirit of the Beehive, The (Espíritu de la colmena, El) (1973)"
1965,42021.0,4.0,"White Countess, The (2005)"
1966,8456.0,4.0,Investigation of a Citizen Above Suspicion (Indagine su un cittadino al di sopra di ogni sospetto) (1970)
1967,8455.0,4.0,"Long Way Home, The (1997)"
1968,42351.0,4.0,Threads (1984)
1969,1860.0,4.0,Character (Karakter) (1997)
1970,8404.0,4.0,"Hound of the Baskervilles, The (1939)"
1971,76763.0,4.0,"Runaways, The (2010)"
1972,8334.0,4.0,"Cowboys, The (1972)"
1973,8327.0,4.0,Dolls (2002)
1974,8273.0,4.0,"Tale of Ham and Passion, A (Jamón, Jamón) (1992)"
1975,8272.0,4.0,Cromwell (1970)
1976,8239.0,4.0,Viridiana (1961)
1977,8238.0,4.0,Little Murders (1971)
1978,42958.0,4.0,Little Manhattan (2005)
1979,8232.0,4.0,I Love You Again (1940)
1980,8225.0,4.0,Night of the Living Dead (1990)
1981,302.0,4.0,"Queen Margot (Reine Margot, La) (1994)"
1982,8206.0,4.0,Mystery of the Wax Museum (1933)
1983,94967.0,4.0,Texas Killing Fields (2011)
1984,8584.0,4.0,Leave Her to Heaven (1945)
1985,8589.0,4.0,Winter War (Talvisota) (1989)
1986,94323.0,4.0,Think Like a Man (2012)
1987,359.0,4.0,I Like It Like That (1994)
1988,8989.0,4.0,Damn Yankees! (1958)
1989,8982.0,4.0,I Am David (2003)
1990,8979.0,4.0,Guerrilla: The Taking of Patty Hearst (2004)
1991,8962.0,4.0,Fade to Black (2004)
1992,8938.0,4.0,Tarnation (2003)
1993,8937.0,4.0,Friday Night Lights (2004)
1994,8928.0,4.0,"Fearless Vampire Killers, The (1967)"
1995,1755.0,4.0,Shooting Fish (1997)
1996,8918.0,4.0,Eulogy (2004)
1997,41736.0,4.0,7 Seconds (2005)
1998,93740.0,4.0,Salmon Fishing in the Yemen (2011)
1999,8809.0,4.0,Danny Deckchair (2003)
2000,8808.0,4.0,"Princess Diaries 2: Royal Engagement, The (2004)"
2001,8780.0,4.0,"Assassination Bureau, The (1969)"
2002,336.0,4.0,"Walking Dead, The (1995)"
2003,8779.0,4.0,Bon Voyage (2003)
2004,8767.0,4.0,"Big Clock, The (1948)"
2005,41863.0,4.0,"Three Burials of Melquiades Estrada, The (2006)"
2006,8718.0,4.0,"Snake Pit, The (1948)"
2007,8700.0,4.0,Destination Tokyo (1943)
2008,8662.0,4.0,Joan of Arc (1948)
2009,8656.0,4.0,"Short Film About Killing, A (Krótki film o zabijaniu) (1988)"
2010,1798.0,4.0,Hush (1998)
2011,8651.0,4.0,Man of La Mancha (1972)
2012,8645.0,4.0,"Maria Full of Grace (Maria, Llena eres de gracia) (2004)"
